system,sltp_method,total_opened,decisive,wins,losses,be_count,win_rate,pnl_r,avg_win,avg_loss,expectancy,profit_factor,sharpe,max_dd,max_consec_l,trades_per_day,wf_mean_wr,wf_std_wr,wf_positive_pct,mc_pnl_p10,mc_pnl_p50,mc_pnl_p90,mc_ruin_pct,rank_score
ema50_rsi14,range_w60_q75_rr3.0,14046,12640,3511,9129,1406,27.776898734177212,991.4275125086928,2.705961749831714,-0.9321459080994654,0.0784075718844246,1.116465682032538,6.156639748206863,97.00295233749,24,70.22222222222223,27.789817284412766,0.8184845255177478,0.0,761.583389727144,999.6605826268521,1249.826824537813,0.305,0.003354953856687046
emacross_8_21,atr21_q75w50_rr3.0,11775,9534,2585,6949,2241,27.113488567233063,822.7762193383863,2.86672027429169,-0.9480206313480658,0.0862887079721324,1.124878885263745,5.7730627268656844,103.42412465805381,27,52.96666666666667,27.1013157684649,1.4757354175061819,0.0,609.1630067865925,801.6695969177086,995.8265125329624,0.33,0.003337605829080213
kama200_macd12_26,range_w100_q75_rr3.0,9894,8570,2328,6242,1324,27.164527421236873,752.0053463310483,2.9978971367758365,-0.9976128144958508,0.08774858183559475,1.1207633480080363,5.406211351294755,81.07777312407984,26,47.611111111111114,27.15933592415344,0.7942710126677847,0.0,566.2160475462496,772.2610451285714,962.3525426992511,0.3,0.003320711654257264
ema200_rsi14,range_w100_q75_rr3.0,6487,5731,1579,4152,756,27.551910661315652,532.3313163421323,2.894576732725998,-0.9725942577850054,0.09288523864090203,1.1318220507586367,4.749304384773809,63.953961806815016,19,31.83888888888889,27.5567547802503,1.153051898626619,0.0,374.0758195593742,528.5503697028655,711.3541184366503,0.25,0.003308552033684982
kama200_macd12_26,range_w100_q75_rr2.0,10037,9282,3315,5967,755,35.714285714285715,675.4504658711948,1.999486020347149,-0.9976279020579194,0.07276992737246224,1.1134668192099502,5.774896975271644,57.579185520361364,16,51.56666666666667,35.717794701825774,0.4083494359607987,0.0,501.8362405062537,677.5878694700464,836.0962000280421,0.225,0.003256850959423263
macd_12_26_9,atr21_q50w50_rr2.5,18941,16788,5224,11564,2153,31.117464855849413,1136.540284099353,2.2950142612021036,-0.9384607744795018,0.06771468337138598,1.1047508618354887,6.733550068373132,124.06762103271399,26,93.26666666666667,31.11008308453833,0.9286691364179205,0.0,862.724654311877,1121.7312185847672,1407.8121391187526,0.29,0.003237317497001353
macd_hist_12_26_9,atr21_q50w50_rr2.5,18941,16788,5224,11564,2153,31.117464855849413,1136.540284099353,2.2950142612021036,-0.9384607744795018,0.06771468337138598,1.1047508618354887,6.733550068373132,124.06762103271399,26,93.26666666666667,31.11008308453833,0.9286691364179205,0.0,862.724654311877,1121.7312185847672,1407.8121391187526,0.29,0.003237317497001353
kama100_macd8_21,range_w100_q75_rr3.0,11776,10235,2769,7466,1541,27.054225696140694,851.4148591015403,2.9960204831194037,-0.9971261775514499,0.0831887324043481,1.1143705606952938,5.609967825083833,129.20009081930857,36,56.861111111111114,27.066992589642613,0.5861630658899736,0.0,662.3507493941485,855.8300190864629,1105.8759482082971,0.31,0.0032201341741655218
emacross_9_21,atr14_q50w50_rr3.0,11259,9403,2530,6873,1856,26.90630649792619,776.3958946490499,2.915868303053346,-0.9603810306244326,0.08257449571873232,1.1176311787595974,5.4455480941414445,129.8185776166817,27,52.23888888888889,26.92041900256827,1.679755547902049,0.0,549.3095850613043,768.047274798135,981.4481439899005,0.285,0.0032150932226687108
emafan_13_21_34,range_w100_q75_rr3.0,8075,6986,1908,5078,1089,27.311766389922703,631.5815955878412,2.9740251190877696,-0.9930656249058762,0.0904169315699147,1.125258642388722,5.041535176824104,124.06889174240035,30,38.81111111111111,27.319786141986942,0.7494569174544061,0.0,463.7174419395954,646.5558563961056,811.9892271435527,0.295,0.0032136729946860717
macd_8_21_5,range_w60_q75_rr2.0,27555,26323,9212,17111,1232,34.99601109296053,1474.4057220812765,1.8659619629113346,-0.9184501636221122,0.055983013053271136,1.0937692981686251,7.877361603556483,151.18546480480995,23,146.23888888888888,35.00538732269042,0.7387928236740933,0.0,1208.0791664943686,1516.613777547962,1764.1987251201879,0.275,0.0031972386717099856
